truth,dirty
12781728,12781721
12781764,12781753
12781800,12781793
12781836,12781821
12781872,12781867
12781908,12781905
12781944,12781934
12781980,12781974
12782016,12782019
12782052,12782049
12782088,12782091
12782124,12782120
12782160,12782156
12782196,12782182
12782232,12782232
12782268,12782269
12782304,12782299
12782340,12782335
12782376,12782376
12782412,12782405
12782448,12782441
12782484,12782482
12782520,12782513
12782556,12782556
12782592,12782584
12782628,12782631
12782664,12782664
12782700,12782697
12782736,12782728
12782772,12782763
12782808,12782800
12782844,12782833
12782880,12782882
12782916,12782914
12782952,12782953
12782988,12782992
12783024,12783026
12783060,12783059
12783096,12783090
12783132,12783132
12783168,12783166
12783204,12783199
12783240,12783234
12783276,12783277
12783312,12783315
12783348,12783343
12783384,12783378
12783420,12783420
12783456,12783449
12783492,12783492
12783528,12783532
12783564,12783558
12783600,12783597
12783636,12783641
12783672,12783667
12783708,12783705
12783744,12783736
12783780,12783773
12783816,12783806
12783852,12783862
12783888,12783887
12783924,12783920
12783960,12783951
12783996,12783983
12784032,12784030
12784068,12784064
12784104,12784103
12784140,12784140
12784176,12784177
12784212,12784208
12784248,12784248
12784284,12784278
12784320,12784312
12784356,12784351
12784392,12784392
12784428,12784428
12784464,12784460
12784500,12784498
12784536,12784540
12784572,12784559
12784608,12784598
12784644,12784640
12784680,12784680
12784716,12784711
12784752,12784752
12784788,12784769
12784824,12784809
12784860,12784854
12784896,12784905
12784932,12784928
12784968,12784953
12791952,12791946
12791988,12791978
12792024,12792023
12792060,12792059
12792096,12792090
12792132,12792123
12792168,12792155
12792204,12792203
12792240,12792248
12792276,12792275
12792312,12792312
12792348,12792345
12792384,12792382
12792420,12792415
12792456,12792454
12792492,12792484
12792528,12792518
12792564,12792561
12792600,12792597
12792636,12792627
12792672,12792666
12792708,12792703
12798648,12798647
12798684,12798676
12798720,12798713
12798756,12798750
12798792,12798790
12798828,12798828
12798864,12798864
12798900,12798893
12798936,12798933
12798972,12798965
12799008,12799011
12799044,12799039
12803400,12803408
12803436,12803432
12803472,12803472
12803508,12803510
12803544,12803538
12803580,12803579
12803616,12803611
12803652,12803645
12803688,12803677
12803724,12803720
12803760,12803760
12803796,12803796
12803832,12803830
12803868,12803867
12803904,12803902
12803940,12803933
12803976,12803965
12804012,12804006
12806892,12806882
12806928,12806928
12806964,12806954
12807000,12806999
12807036,12807032
12807072,12807064
12807108,12807110
12807144,12807144
12807180,12807179
12807216,12807215
12807252,12807251
12807288,12807280
12807324,12807318
12807360,12807348
12807396,12807394
12807432,12807435
12807468,12807463
12807504,12807502
12807540,12807534
12814776,12814775
12814812,12814810
12814848,12814838
12814884,12814880
12814920,12814924
12814956,12814944
12814992,12814992
12815028,12815025
12815064,12815053
12815100,12815099
12815136,12815137
12815172,12815168
12815208,12815206
12815244,12815249
12815280,12815273
12815316,12815321
12815352,12815356
12815388,12815378
12815424,12815421
12815460,12815457
12815496,12815498
12815532,12815533
12815568,12815571
12815604,12815592
12815640,12815642
12815676,12815675
12815712,12815699
12815748,12815750
12815784,12815775
12815820,12815820
12815856,12815850
12815892,12815887
12815928,12815927
12815964,12815959
12816000,12815989
12821292,12821289
12821328,12821325
12821364,12821352
12821400,12821396
12821436,12821440
12821472,12821472
12821508,12821502
12821544,12821541
12821580,12821582
12821616,12821614
12821652,12821660
12821688,12821686
12821724,12821722
12821760,12821751
12821796,12821784
12821832,12821833
12821868,12821863
12821904,12821897
12821940,12821939
12821976,12821969
12822012,12822012
12822048,12822046
12822084,12822077
12822120,12822118
12822156,12822145
12822192,12822191
12822228,12822222
12822264,12822260
12822300,12822302
12822336,12822333
12822372,12822365
12822408,12822408
12822444,12822440
12822480,12822482
12822516,12822509
12822552,12822547
12822588,12822580
12822624,12822614
12822660,12822657
12822696,12822689
12822732,12822725
12822768,12822765
12822804,12822795
12822840,12822836
12822876,12822870
12822912,12822917
12822948,12822940
12822984,12822974
12823020,12823014
12823056,12823053
12823092,12823084
12823128,12823122
12823164,12823154
12823200,12823192
12823236,12823234
12823272,12823272
12823308,12823306
12823344,12823344
12823380,12823376
12823416,12823416
12823452,12823451
12823488,12823484
12823524,12823508
12823560,12823556
12823596,12823596
12823632,12823624
12823668,12823673
12823704,12823704
12823740,12823743
12823776,12823780
12823812,12823798
12823848,12823848
12823884,12823882
12823920,12823921
12823956,12823956
12823992,12823986
12824028,12824020
12824064,12824056
12824100,12824097
12824136,12824128
12824172,12824164
12824208,12824201
12824244,12824242
12824280,12824272
12824316,12824317
12824352,12824345
12824388,12824390
12824424,12824415
12824460,12824455
12824496,12824493
12824532,12824524
12824568,12824561
12824604,12824602
12824640,12824634
12824676,12824670
12824712,12824706
12824748,12824745
12824784,12824776
12824820,12824824
12828384,12828383
12828420,12828428
12828456,12828453
12828492,12828484
12828528,12828529
12828564,12828550
12828600,12828598
12828636,12828631
12828672,12828674
12828708,12828705
12828744,12828737
12828780,12828777
12828816,12828806
12828852,12828857
12828888,12828883
12828924,12828924
12828960,12828953
12828996,12828995
12829032,12829028
12829068,12829073
12829104,12829093
12829140,12829134
12829176,12829170
12829212,12829202
12829248,12829244
12829284,12829284
12829320,12829313
12829356,12829352
12829392,12829391
12829428,12829427
12829464,12829458
12829500,12829484
12829536,12829530
12829572,12829578
12829608,12829600
12829644,12829635
12829680,12829678
12829716,12829713
12829752,12829745
12829788,12829784
12829824,12829820
12829860,12829858
12829896,12829895
12829932,12829923
12829968,12829968
12830004,12829999
12830040,12830033
12830076,12830077
12830112,12830108
12830148,12830143
12830184,12830179
12830220,12830219
12830256,12830253
12830292,12830292
12830328,12830315
12830364,12830365
12830400,12830396
12830436,12830435
12830472,12830474
12830508,12830510
12830544,12830534
12830580,12830581
12830616,12830614
12830652,12830653
12830688,12830677
12830724,12830716
12830760,12830758
12830796,12830788
12830832,12830827
12830868,12830871
12830904,12830911
12830940,12830936
12830976,12830976
12831012,12831009
12831048,12831048
12831084,12831083
12831120,12831110
12831156,12831158
12831192,12831184
12831228,12831218
12831264,12831265
12831300,12831295
12831336,12831336
12831372,12831371
12831408,12831400
12831444,12831432
12831480,12831484
12831516,12831516
12831552,12831555
12831588,12831584
12831624,12831626
12831660,12831664
12831696,12831691
12831732,12831727
12831768,12831765
12831804,12831800
12831840,12831823
12831876,12831868
12831912,12831910
12831948,12831946
12831984,12831982
12832020,12832015
12832056,12832042
12832092,12832089
12832128,12832126
12832164,12832156
12832200,12832198
12832236,12832234
12832272,12832266
12832308,12832304
12832344,12832344
12832380,12832378
12832416,12832408
12832452,12832455
12832488,12832489
12832524,12832516
12832560,12832553
12832596,12832589
12832632,12832631
12832668,12832668
12832704,12832703
12832740,12832740
12832776,12832766
12832812,12832806
12832848,12832835
12832884,12832884
12832920,12832921
12832956,12832957
12832992,12832986
12833028,12833026
12833064,12833062
12833100,12833103
12833136,12833123
12833172,12833172
12833208,12833203
12833244,12833239
12833280,12833280
12833316,12833315
12833352,12833344
12833388,12833387
12833424,12833423
12833460,12833464
12833496,12833494
12833532,12833532
12833568,12833557
12840696,12840691
12840732,12840726
12840768,12840761
12840804,12840800
12840840,12840834
12840876,12840871
12840912,12840921
12840948,12840940
12840984,12840982
12841020,12841017
12841056,12841062
12841092,12841084
12841128,12841124
12841164,12841157
12841200,12841198
12841236,12841237
12841272,12841265
12841308,12841303
12841344,12841344
12841380,12841376
12841416,12841413
12841452,12841445
12841488,12841491
12841524,12841518
12841560,12841555
12841596,12841591
12841632,12841632
12841668,12841669
12841704,12841700
12841740,12841737
12841776,12841775
12841812,12841809
12841848,12841848
12841884,12841885
12841920,12841913
12841956,12841951
12841992,12841988
12842028,12842022
12842064,12842049
12842100,12842093
12842136,12842128
12842172,12842170
12842208,12842207
12842244,12842242
12842280,12842278
12842316,12842308
12842352,12842341
12842388,12842388
12842424,12842413
12842460,12842465
12842496,12842494
12842532,12842529
12842568,12842566
12842604,12842598
12842640,12842640
12842676,12842672
12842712,12842704
12842748,12842747
12842784,12842793
12842820,12842811
12842856,12842851
12842892,12842894
12842928,12842922
12842964,12842966
12843000,12843001
12843036,12843033
12843072,12843068
12843108,12843108
12843144,12843137
12843180,12843180
12843216,12843219
12843252,12843254
12843288,12843289
12843324,12843316
12843360,12843360
12843396,12843392
12843432,12843423
12843468,12843464
12843504,12843493
12843540,12843536
12843576,12843572
12843612,12843611
12843648,12843649
12843684,12843673
12843720,12843710
12843756,12843742
12843792,12843792
12843828,12843821
12843864,12843858
12843900,12843896
12843936,12843932
12843972,12843972
12844008,12843994
12844044,12844040
12844080,12844070
12844116,12844120
12844152,12844151
12844188,12844186
12844224,12844230
12844260,12844256
12844296,12844296
12844332,12844321
12844368,12844366
12844404,12844411
12844440,12844439
12844476,12844469
12844512,12844504
12847356,12847357
12847392,12847389
12847428,12847422
12847464,12847451
12847500,12847495
12847536,12847531
12847572,12847572
12847608,12847610
12847644,12847634
12847680,12847680
12847716,12847708
12847752,12847753
12847788,12847782
12847824,12847823
12847860,12847863
12847896,12847884
12847932,12847929
12847968,12847971
12848004,12848004
12848040,12848046
12848076,12848070
12848112,12848113
12848148,12848148
12848184,12848181
12848220,12848211
12848256,12848254
12848292,12848297
12848328,12848330
12848364,12848363
12848400,12848394
12848436,12848425
12848472,12848468
12848508,12848500
12848544,12848539
12848580,12848581
12848616,12848618
12848652,12848653
12848688,12848687
12848724,12848718
12848760,12848759
12848796,12848784
12848832,12848833
12848868,12848859
12848904,12848906
12848940,12848933
12848976,12848983
12849012,12849007
12849048,12849044
12849084,12849084
12849120,12849110
12849156,12849154
12849192,12849183
12849228,12849228
12849264,12849263
12849300,12849298
12849336,12849338
12849372,12849369
12849408,12849394
12849444,12849437
12849480,12849472
12849516,12849516
12849552,12849547
12849588,12849581
12849624,12849616
12849660,12849655
12849696,12849695
12849732,12849732
12849768,12849765
12849804,12849798
12849840,12849837
12849876,12849866
12849912,12849906
12849948,12849951
12849984,12849985
12850020,12850027
12850056,12850049
12850092,12850101
12850128,12850122
12850164,12850157
12850200,12850198
12850236,12850235
12850272,12850269
12850308,12850304
12854952,12854942
12854988,12854994
12855024,12855009
12855060,12855055
12855096,12855099
12855132,12855137
12855168,12855160
12855204,12855200
12855240,12855232
12855276,12855279
12855312,12855310
12855348,12855343
12855384,12855383
12859560,12859565
12859596,12859586
12859632,12859629
12859668,12859664
12859704,12859693
12859740,12859742
12859776,12859775
12859812,12859812
12859848,12859835
12859884,12859875
12859920,12859914
12859956,12859950
12859992,12859978
12860028,12860021
12860064,12860060
12860100,12860095
12860136,12860134
12860172,12860167
12860208,12860198
12860244,12860240
12860280,12860278
12860316,12860311
12860352,12860349
12860388,12860398
12860424,12860428
12860460,12860455
12860496,12860487
12860532,12860529
12860568,12860564
12860604,12860599
12862476,12862472
12862512,12862513
12862548,12862544
12862584,12862583
12862620,12862618
12862656,12862656
12862692,12862686
12862728,12862725
12862764,12862759
12862800,12862795
12862836,12862837
12862872,12862871
12862908,12862899
12862944,12862940
12862980,12862975
12863016,12863013
12863052,12863043
12863088,12863088
12863124,12863121
12863160,12863151
12863196,12863190
12863232,12863240
12863268,12863274
12863304,12863302
12863340,12863341
12863376,12863378
12863412,12863402
12863448,12863448
12867948,12867944
12867984,12867984
12868020,12868021
12868056,12868042
12868092,12868091
12868128,12868118
12868164,12868160
12868200,12868195
12868236,12868236
12868272,12868282
12868308,12868297
12868344,12868343
12868380,12868382
12868416,12868412
12868452,12868445
12868488,12868492
12868524,12868519
12868560,12868555
12868596,12868593
12868632,12868626
12868668,12868668
12868704,12868695
12868740,12868733
12868776,12868770
12868812,12868812
12868848,12868848
12868884,12868887
12868920,12868915
12868956,12868954
12868992,12868994
12869028,12869025
12869064,12869064
12869100,12869091
12869136,12869136
12869172,12869170
12869208,12869202
12869244,12869235
12869280,12869276
12869316,12869315
12869352,12869350
12869388,12869384
12869424,12869425
12869460,12869461
12869496,12869488
12869532,12869528
12869568,12869563
12869604,12869601
12869640,12869636
12869676,12869676
12869712,12869703
